|0|1|2|3|sum
Allophylus|3.553785730421887e-14|1.063487164158983e-12|0.12211903013544631|2.0356483578263346e-18|0.12211903013654533
Rapanea|0.08335359434108901|0.007085064284266238|0.02093867909506971|0.0015831645420227834|0.11296050226244775
Rubiaceae|0.07235464467920942|0.009164679778664331|0.026505318485472676|0.00244276850700011|0.11046741145034654
Carduus|3.553785730421887e-14|1.063487164158983e-12|0.10632240213593068|0.00023290015724058063|0.10655530229427028
Podocarpus|0.038322441693229736|0.0006040879674818069|9.844780741381379e-20|0.06076694424774978|0.09969347390846132
Artemisia|3.553785730421887e-14|0.0019299250839051431|0.09685482025517851|0.0008473193954573444|0.09963206473457654
Tamarindus|3.553785730421887e-14|1.063487164158983e-12|9.844780741381379e-20|0.0969066149978952|0.09690661499899422
Dodonaea|0.08335359434108901|0.00042052307988499045|0.011584194358563475|2.0356483578263346e-18|0.09535831177953748
Rumex|3.553785730421887e-14|1.063487164158983e-12|9.844780741381379e-20|0.09474640272951616|0.09474640273061519
Acacia|3.553785730421887e-14|1.063487164158983e-12|0.08618457536915179|0.00408526089549245|0.09026983626574327
Celastraceae|3.553785730421887e-14|1.063487164158983e-12|9.844780741381379e-20|0.08955368871153836|0.08955368871263739
Combretum|0.019357091514693007|0.0133299747095883|0.03455548684635724|2.0356483578263346e-18|0.06724255307063853
Asteroideae|3.553785730421887e-14|0.046942428548493224|0.0070197122173141805|0.010282791227528712|0.06424493199337165
Ekebergia|3.553785730421887e-14|0.008304865917402083|0.03788679386696766|0.015545851587979878|0.06173751137238516
Alchornea|3.553785730421887e-14|0.008304865917402083|0.03788679386696766|0.015545851587979878|0.06173751137238516
Maytenus|3.553785730421887e-14|0.002203047597494229|0.04764250080802128|2.2178419252256315e-05|0.0498677268248033
Polygonum|3.553785730421887e-14|1.063487164158983e-12|9.844780741381379e-20|0.03903790243371189|0.039037902434810916
Lannea|3.553785730421887e-14|0.0007765566214354781|0.02805623073110909|0.0037270534972329524|0.03255984084981306
Celtis|3.553785730421887e-14|0.0031668313575122006|0.014973341071279326|0.002121979141692382|0.020262151570519447
Brucea|3.553785730421887e-14|1.063487164158983e-12|9.844780741381379e-20|0.0010119040500024639|0.001011904051101489
