|0|1|2|sum
Boraginaceae|0.0439438443111866|0.006469786231686756|0.04649042097914089|0.09690405152201426
Saxifragaceae|0.022293364034783353|0.07200112837807407|1.6022655932093517e-36|0.09429449241285742
Crassulaceae|1.4108507065408144e-21|0.08879156602229411|1.0254499796539849e-34|0.08879156602229411
Rhamnus|1.4108507065408144e-21|0.02797450249948548|0.057414884010073663|0.08538938650955914
Urticaceae|0.009501414325964278|0.06635793570624716|1.0254499796539849e-34|0.07585935003221145
Betula|0.03374381551600348|1.323479869377215e-26|0.03684519991761545|0.07058901543361892
Polygonaceae|1.4108507065408144e-21|1.323479869377215e-26|0.07004967247315742|0.07004967247315742
Myrtus|0.026490630413959937|1.323479869377215e-26|0.03826681709026561|0.06475744750422555
Ranunculaceae|0.04425157252536649|0.01992896229970064|1.6022655932093517e-36|0.06418053482506714
Carpinus|1.4108507065408144e-21|0.008128738774161318|0.053209968410708734|0.061338707184870056
Vitis|1.4108507065408144e-21|1.323479869377215e-26|0.053209968410708734|0.053209968410708734
Acer|1.4108507065408144e-21|1.323479869377215e-26|0.053209968410708734|0.053209968410708734
Juniperus|1.4108507065408144e-21|0.02643927580366699|0.026701592492116923|0.05314086829578391
Phillyrea|1.4108507065408144e-21|1.323479869377215e-26|0.05042068521570298|0.05042068521570298
Caryophyllaceae|1.4108507065408144e-21|0.001658952542474563|0.045478705327065085|0.04713765786953965
Artemisia|0.032402538267812094|0.0067796554999360725|1.6022655932093517e-36|0.03918219376774817
Campanulaceae|1.4108507065408144e-21|0.025231506942220663|0.010839852194876662|0.036071359137097324
Castanea|1.4108507065408144e-21|1.323479869377215e-26|0.0266773801773574|0.0266773801773574
Lonicera|0.024202890133581487|1.323479869377215e-26|1.6022655932093517e-36|0.024202890133581487
