Age BP,Z-SCORES
-56.9,0.536808200144778
-50.3333333333333,2.23440622048721
-42.1142857142857,3.7352723742098
-30.4666666666667,0.518137127632395
-13.25,-1.25034268947273
1.325,-1.54542240755117
19.0285714285714,-1.09093496177218
65.1,-1.22136071716235
70.85,-0.875659272613884
98.14,-1.35335962887846
277.147826086957,-1.46921248036275
426.191304347826,-0.992808097658336
521.892857142857,-1.11932384764215
595.107142857143,-0.701692743889431
668.321428571428,-1.09329045469788
741.535714285714,-0.685702987139478
814.749999999999,-1.00920801237259
887.964285714285,-0.877686097544409
961.17857142857,-1.03855166552796
1034.39285714286,-0.22413558781692
1107.60714285714,-0.409516184163267
1180.82142857143,0.233651913314086
1254.03571428572,0.701169764346193
1384.8547008547,-0.988628231157413
1520.92307692308,-0.996854324377841
1656.99145299145,-1.01877588412347
1745.4358974359,-0.625456998206943
1881.50427350428,-0.467811283042113
2017.57264957265,-0.539075874711469
2176.15384615384,-1.08136529848277
2349.74358974359,-1.00847126244484
2523.33333333333,-0.970262673016184
2696.92307692307,-1.44292370594935
2788.41176470588,-0.635460184556088
2886.94117647059,-0.936386025323311
2985.4705882353,-0.996058987951846
3084,-1.28459564290061
3182.52941176471,-0.744515805713239
3281.05882352942,-0.228489458555323
3379.58823529413,-0.457428515077746
3474.88165680473,-0.239041293575525
3568.01775147929,0.156377544717688
3661.15384615384,-0.0707411486966503
3786.88757396449,3.34767321403689
3833.45562130177,0.157746397873628
3926.59171597633,-0.408338573019735
4019.72781065088,-0.413518402618832
4075.60946745562,-0.220384243608664
4168.74556213017,0.348741085907684
4336.2,-1.02500506871014
4553.2,-1.30407820069124
4661.7,-0.996172033392397
4770.2,-0.800329351345595
4987.19999999999,-0.876345409397313
5204.19999999999,-0.443039513904891
5421.19999999999,-1.1071153782277
5638.19999999999,-1.2070691227161
5855.19999999999,-1.20706357803299
6012.90909090909,-0.9459196494568
6131.09090909091,-0.364985211496882
6196.09090909091,-0.218291354412469
6314.27272727273,-0.705094510914207
6467.9090909091,-0.575736762568175
6586.09090909092,-0.449017453409779
6681.69565217391,1.01659104262389
6743.43478260869,3.18262347212299
6805.17391304347,0.29057021094587
6866.91304347825,0.809022268804018
6928.65217391303,0.463428783225319
6990.39130434781,0.816340859978273
7052.13043478259,0.759577797737458
7113.86956521737,0.689772334630636
7175.60869565215,0.397045028133431
7237.34782608693,0.594415643773358
7299.08695652171,0.242332548732517
7360.8260869565,0.576176459842574
7425.05957446808,1.16991573580692
7512.14893617021,0.395627135662762
7576.65957446808,1.02021995933501
7641.17021276595,-0.130103427081294
7705.68085106382,-0.15675302763732
7770.19148936169,0.715573286355507
7834.70212765956,0.285410154171619
7899.21276595743,0.636613948766252
7963.7234042553,0.432553248028827
7995.97872340423,-0.376257296902901
8028.23404255317,-0.119053905400325
8060.48936170211,0.123950800720526
8092.74468085104,-0.218830577781816
8125,-0.42009752589868
8147.06081081081,0.735173455742284
8169.12162162163,1.65677282924636
8191.18243243244,2.71376859703082
8213.24324324325,2.57622923587019
8235.30405405406,0.634984776362136
8257.36486486486,1.00271109521126
8279.42567567567,0.605026534772246
8301.48648648648,0.170779765310823
8314.72297297296,0.577839130085978
8336.78378378377,0.923035753414526
8358.84459459458,1.01374098221921
8389.72972972971,0.454242572305124
8411.79054054052,0.66717182881588
8455.91216216214,0.799677005120043
8500.03378378375,0.380241496070892
8544.15540540537,-0.269726608670704
8588.27702702699,0.186951504291667
8632.3986486486,1.47013973631801
8676.52027027022,1.09368568848738
8720.64189189183,0.78934771035202
8764.76351351345,1.9043761685502
8782.01470588235,0.414908012351139
8787.74999999999,0.54284318879007
8796.35294117645,0.6414648766552
8802.08823529409,-0.200328254333602
8807.82352941173,-0.223121148940837
8813.55882352937,-0.0729110289492401
8816.42647058819,-0.650883172973261
8842.07348242812,-0.151408039115794
8904.75718849841,-0.833454077376428
8967.4408945687,-0.490088870114132
8998.78274760385,-0.536922488788681
9064.60063897766,1.38648120189287
9127.28434504795,-0.25637245013087
9158.6261980831,-0.192489919657252
9189.96805111824,-0.360873442112769
9283.99361022368,0.0879985173385782
9315.33546325883,0.369839958953704
9378.01916932912,0.800030121200213
9409.36102236427,0.0701608186955398
9472.04472843456,0.662899197132129
9534.72843450485,-0.291013556753907
9597.41214057515,-0.081996089896145
9628.75399361029,1.18883077062624
9660.09584664544,1.38347477295491
9691.43769968058,-0.870787783835102
9722.77955271573,-0.431098154283465
9754.12140575088,-0.478335022912253
9785.46325878602,-0.0484927090331371
9798,-1.79085217306557
